"","level_0","index","series_name","network","season","title","imdb","engagement","date_aired","run_time","format","monster_name","monster_gender","monster_type","monster_subtype","monster_species","monster_real","monster_amount","caught_fred","caught_daphnie","caught_velma","caught_shaggy","caught_scooby","captured_fred","captured_daphnie","captured_velma","captured_shaggy","captured_scooby","unmask_fred","unmask_daphnie","unmask_velma","unmask_shaggy","unmask_scooby","snack_fred","snack_daphnie","snack_velma","snack_shaggy","snack_scooby","unmask_other","caught_other","caught_not","trap_work_first","setting_terrain","setting_country_state","suspects_amount","non_suspect","arrested","culprit_name","culprit_gender","culprit_amount","motive","if_it_wasnt_for","and_that","door_gag","number_of_snacks","split_up","another_mystery","set_a_trap","jeepers","jinkies","my_glasses","just_about_wrapped_up","zoinks","groovy","scooby_doo_where_are_you","rooby_rooby_roo","batman","scooby_dum","scrappy_doo","hex_girls","blue_falcon","fred_va","daphnie_va","velma_va","shaggy_va","scooby_va"
"46",45,46,"The New Scooby-Doo Movies","CBS","2","The Exterminator",3.1,127.91,"1973-10-06",44,"Serie","Cat Creature,Frankenstein,Creepy Man,Ghost Bird,Unknown Exterminator,Ghostly Man,Invisible Couple,Sea Monster","Male,Male,Male,Male,Male,Male,Male,Male","Animal,Undead,Disguised,Animal,Disguise,Ghost,Ghost,Animal","Humanoid,Frankenstein's Monster,Creepy,Headless,Exterminator,Phantom,Phantom,Sea-Monster","Human,Human,Human,Bird,Human,Human,Human,Fish","False",8,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","","Forest","California",1,"False","False","Otto,Lorne Chumley","Male,Male",2,"Competition","","","False","0",0,0,0,0,2,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Heather North","Nicole Jaffe","Casey Kasem","Don Messick"
"47",46,47,"The New Scooby-Doo Movies","CBS","2","The Weird Winds of Winona",4.8,168.79,"1973-10-13",44,"Serie","Windmakers,Windmakers,Windmakers,Windmakers","Male,Male,Male,Male","Disguised,Disguised,Disguised,Disguised","Hooded,Hooded,Hooded,Hooded","Human,Human,Human,Human","False",4,"False","False","False","False","False","True","True","True","True","True","False","False","False","False","False","False","False","False","False","False","False","True","False","","Rural","Mississippi",2,"False","True","P.J. Peabody","Male",1,"Competition","those meddling kids","","False","0",0,0,0,0,0,0,0,0,0,0,1,"False","False","False","False","False","Frank Welker","Heather North","Nicole Jaffe","Casey Kasem","Don Messick"
"48",47,48,"The New Scooby-Doo Movies","CBS","2","The Haunted Candy Factory",3.9,158.66,"1973-10-20",43,"Serie","Green Globs,Green Globs","Male,Male","Possessed Object,Possessed Object","Humanoid,Humanoid","Human,Human","False",2,"False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","","Urban","United States",2,"False","True","Mr. Crink,Sterling Smith","Male,Male",2,"Smuggling","","","False","0",0,0,0,0,2,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Heather North","Nicole Jaffe","Casey Kasem","Don Messick"
"49",48,49,"The New Scooby-Doo Movies","CBS","2","The Haunted Carnival",6.3,205.03,"1973-10-27",43,"Serie","Ghostly Strongman","Male","Ghost","Phantom","Human","False",1,"False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","","Rural","United States",0,"False","True","Masked Marvel","Male",1,"Competition","","","False","0",0,0,0,0,1,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Heather North","Nicole Jaffe","Casey Kasem","Don Messick"
"50",49,50,"The Scooby-Doo Show","ABC","1","High Rise Hair Raiser",6.2,212,"1976-09-11",24,"Serie","Specter of Ebenezer Crabbe,Ghost of Netty Crabbe","Male,Female","Ghost,Ghost","Phantom,Phantom","Human,Human","False",2,"False","False","False","False","True","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","Urban","United States",4,"False","True","Jim Rivets,Red Sparks","Male,Male",2,"Theft","","","False","0",0,0,0,0,2,0,0,6,0,0,0,"False","False","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"51",50,51,"Dynomutt, Dogwonder","ABC","Crossover","Everyone Hyde!",5.8,207.85,"1976-09-11",22,"CrossOver","Mr. Hyde,Snitch","Male,Male","Disguised,Animal","Split-Personality,Split-Personality","Human,Hound","True",1,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","Urban","United States",2,"False","True","Willie the Weasel","Male",1,"Theft","","","False","0",0,0,1,0,0,0,0,3,0,0,0,"False","False","False","False","True","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"52",51,52,"The Scooby-Doo Show","ABC","1","The Fiesta Host is an Aztec Ghost",4.9,194.24,"1976-09-18",24,"Serie","Ghost of King Katazuma,Aztec Statue Monster","Male,Male","Ghost,Possessed Object","Phantom,Statue","Human,Human","False",2,"True","True","True","True","False","True","True","True","True","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Rural","Mexico",4,"False","True","Prof. Stonehack,Elina Stonehack","Male,Female",2,"Treasure","","","False","2",0,1,0,0,0,0,0,8,0,0,1,"False","False","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"53",52,53,"Dynomutt, Dogwonder","ABC","Crossover","What Now, Lowbrow?",5.9,184.22,"1976-09-18",22,"CrossOver","Lowbrow,Lowbrow's Henchmen,Lowbrow's Henchmen","Male,Male,Male","Super-Villain,Super-Villain,Super-Villain","Idiot,Henchman,Henchman","Human,Human,Human","True",3,"False","False","False","False","False","True","True","True","True","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","Urban","United States",1,"False","True","","",3,"Theft","","","False","0",0,0,0,0,2,0,0,1,0,0,0,"False","False","False","False","True","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"54",53,54,"The Scooby-Doo Show","ABC","1","The Gruesome Game of the Gator Ghoul",4.8,155.97,"1976-09-25",24,"Serie","Ghost of Gator Ghoul","Male","Ghost","Amphibian","Alligator","False",1,"True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","Swamp","Georgia",4,"False","True","Alice Dovely","Female",1,"Competition","","","False","0",0,1,0,1,1,0,0,1,0,0,0,"False","True","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"55",54,55,"The Scooby-Doo Show","ABC","1","Whatta Shocking Ghost",4.6,172.45,"1976-10-02",24,"Serie","10000 Volt Ghost","Male","Ghost","Electric","Human","False",1,"False","False","False","True","True","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","True","Snow","United States",3,"False","True","Mr. Voltner,Mayor Dudley","Male,Male",2,"Competition","you meddling kids","","False","1 box",1,0,0,0,0,0,0,5,0,0,4,"False","False","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"56",55,56,"The Scooby-Doo Show","ABC","1","The Headless Horseman of Halloween",5.1,177.56,"1976-10-09",24,"Serie","Headless Horseman","Male","Ghost","Headless","Human","False",1,"False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","Rural","United States",4,"False","True","Elwood Crane","Male",1,"Theft","","","False","0",0,0,0,0,0,0,0,10,0,0,0,"False","True","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"57",56,57,"The Scooby-Doo Show","ABC","1","Scared a Lot in Camelot",3.2,134.81,"1976-10-16",24,"Serie","Ghost of Merlin,Black Knight","Male,Male","Ghost,Possessed Object","Witch","Human,Human","False",2,"False","False","False","True","True","False","False","False","True","True","True","False","False","False","False","False","False","True","False","False","False","False","False","False","Forest","United States",3,"False","True","Zarko","Male",1,"Theft","","","False","a couple",0,0,1,0,0,0,0,3,0,0,1,"False","False","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"58",57,58,"The Scooby-Doo Show","ABC","1","The Harum-Scarum Sanitarium",5.6,182.58,"1976-10-23",24,"Serie","Ghost of Dr. Coffin","Male","Ghost","Phantom","Human","False",1,"False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","","Forest","Canada",2,"False","True","Officer Oldfield","Male",1,"Smuggling","","","False","0",1,0,0,4,0,0,0,13,0,0,1,"False","False","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"59",58,59,"The Scooby-Doo Show","ABC","1","The No-Face Zombie Chase Case",5.3,183.95,"1976-10-30",24,"Serie","No-Face Zombie,Gorilla","Male,Male","Undead,Animal","Zombie,Beast","Human,Gorilla","False",2,"True","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","","Urban","United States",5,"False","True","Mr. Dilly","Male",1,"Theft","these meddling kids","","True","1",0,0,0,0,0,0,0,8,0,0,0,"False","False","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"60",59,60,"The Scooby-Doo Show","ABC","1","Mamba Wamba and the Voodoo Hoodoo",4.9,181.53,"1976-11-06",24,"Serie","Mamba Wamba,Zombie Lila,Mamba Zombie,","Male,Female,Male","Ghost,Undead,Undead","Witch Doctor,Zombie,Zombie","Human,Human,Human","False",3,"True","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","True","Swamp","United States",5,"False","True","Rodger,Lila","Male,Female",2,"Extortion","","","False","2",2,0,0,2,1,0,0,9,0,0,0,"False","False","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"61",60,61,"The Scooby-Doo Show","ABC","1","A Frightened Hound Meets Demons Underground",7,228.27,"1976-11-13",24,"Serie","Demon","Male","Mythical","Demon","Demon","False",3,"False","False","False","False","True","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","Urban","Washington",4,"False","True","Sam Crenshaw","Male",1,"Theft","you and that dog coming along","","False","0",1,0,0,5,1,0,1,12,0,0,1,"False","False","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"62",61,62,"Dynomutt, Dogwonder","ABC","Crossover","The Wizard of Ooze",4.7,163.54,"1976-11-13",22,"CrossOver","Swamp Rat","Male","Animal","Humanoid","Rat","False",1,"False","False","False","False","False","True","True","True","True","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","Swamp","United States",0,"False","True","Mudmouth","Male",2,"Theft","","","False","0",0,0,0,0,2,0,0,3,0,0,0,"False","False","False","False","True","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"63",62,63,"The Scooby-Doo Show","ABC","1","A Bum Steer for Scooby",5.7,199.88,"1976-11-20",24,"Serie","Tamuka the Ghost Bull,Medicine Man Ghost,Talking Bull","Male,Male,Male","Ghost,Ghost,Animal","Beast,Witch Doctor,Beast","Bull,Human,Bull","False",3,"True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","","Rural","Texas",5,"False","True","Sam Farren,Lenny,Sam Farren's Foreman","Male,Male,Male",3,"Theft","pesky pair in the cow costume","","False","0",0,1,0,0,3,1,1,4,0,1,1,"False","False","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"64",63,64,"The Scooby-Doo Show","ABC","1","There's a Demon Shark in the Foggy Dark",3.1,130.57,"1976-11-25",24,"Serie","Demon Shark","Male","Mythical","Demon","Shark","False",1,"True","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","Urban","United States",4,"False","True","Mr. Wells","Male",1,"Smuggling","","","False","0",0,1,0,0,1,0,0,7,0,0,2,"False","False","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"65",64,65,"The Scooby-Doo Show","ABC","1","Scooby-Doo, Where's the Crew?",4.1,132.24,"1976-11-27",24,"Serie","Ghost of Captain Pescado,Kelp Monster,Octopus Monster","Male,Male,Male","Ghost,Plant,Animal","Pirate,Humanoid,Octopus","Human,Kelp,Octopus","False",3,"False","False","False","True","True","True","True","True","True","True","True","False","False","True","False","False","False","True","False","False","False","False","False","True","Ocean","United States",2,"False","True","Mr. Carp","Male",1,"Treasure","these meddling laddies and lasses","","False","4",0,0,0,0,0,0,0,7,0,0,0,"False","False","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"66",65,66,"The Scooby-Doo Show","ABC","1","The Ghost That Sacked the Quarterback",6.3,221.34,"1976-12-04",24,"Serie","Rambling Ghost","Male","Ghost","Athlete","Human","False",1,"False","False","False","False","True","False","False","True","True","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","Urban","United States",6,"False","True","Buck Bender","Male",1,"Competition","nosy kids","dog","False","0",1,1,0,1,0,0,0,8,0,0,2,"False","False","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"67",66,67,"The Scooby-Doo Show","ABC","1","The Ghost of the Bad Humor Man",5,169.74,"1976-12-11",24,"Serie","Strawberry Technicolor Phantom,Chocolate Technicolor Phantom,Vanilla Technicolor Phantom","Male,Male,Male","Ghost,Ghost,Ghost","Phantom,Phantom,Phantom","Human,Human,Human","False",3,"False","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","Urban","United States",2,"False","True","Sammy the Shrimp","Male",1,"Theft","those brats","","False","0",0,0,0,0,0,0,0,5,0,0,2,"False","False","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"68",67,68,"The Scooby-Doo Show","ABC","1","The Spirits of '76",5.2,176.53,"1976-12-18",24,"Serie","Ghost of Benedict Arnold,Ghost of William Demont,Ghost of Major Andre","Male,Male,Male","Ghost,Ghost,Ghost","Statue,Statue,Statue","Human,Human,Human","False",3,"False","False","False","False","True","False","False","False","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","Urban","Washington D.C.",3,"False","True","Mr. Clive,Mr. Wilit","Male,Male",2,"Counterfeit","","","False","0",1,0,0,0,1,0,0,3,0,0,1,"False","False","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
"69",68,69,"The Scooby-Doo Show","ABC","2","The Curse of the Viking Lake",4.9,180.92,"1977-09-10",24,"Serie","Viking Ghost,Viking Ghost,Viking Ghost","Male,Male,Male","Ghost,Ghost,Ghost","Viking,Viking,Viking","Human,Human,Human","False",3,"False","False","False","False","False","True","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","","Forest","United States",3,"False","True","Mr. Hansen","Male",1,"Natural Resource","","","False","0",2,1,0,3,0,0,0,8,0,0,1,"False","False","False","False","False","Frank Welker","Heather North","Pat Stevens","Casey Kasem","Don Messick"
